timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1528106676.662183,-0.698645,-1.457212,2.940906,0.014651,0.051246,-0.048917,-0.072880,0.993556,-0.086764,0.059666,-0.002895,0.027011,-23.487661,23.273228,6.049347,,,,,,,
1528106676.682263,-0.700824,-1.456477,2.937718,0.021006,0.038432,-0.036068,-0.073540,0.993473,-0.087164,0.062737,-0.004383,0.036963,-23.730484,23.529282,5.893402,,,,,,,
1528106676.702313,-0.701527,-1.455888,2.936166,0.019805,0.036283,-0.025393,-0.073980,0.993405,-0.087561,0.064779,-0.001172,0.040182,-23.618322,23.135159,6.112701,,,,,,,
1528106676.722394,-0.701176,-1.455477,2.935455,0.013191,0.052317,-0.020033,-0.074214,0.993358,-0.087900,0.066767,0.002354,0.034051,-23.586977,23.180317,6.015289,,,,,,,
1528106676.742474,-0.702349,-1.455099,2.932952,0.006905,0.058699,-0.035057,-0.074560,0.993315,-0.088100,0.063406,0.003206,0.024303,-23.829395,22.886005,5.848053,,,,,,,
1528106676.762524,-0.706911,-1.454473,2.927177,0.002915,0.055447,-0.056528,-0.075364,0.993242,-0.088230,0.057343,0.000975,0.025913,-23.894779,23.297775,6.207947,,,,,,,
1528106676.782605,-0.714831,-1.453797,2.917875,-0.014140,0.071398,-0.073769,-0.076501,0.993163,-0.088138,0.048836,-0.000671,0.023365,-23.984592,23.087063,5.916443,,,,,,,
1528106676.802685,-0.725986,-1.453140,2.904522,-0.026021,0.113114,-0.088665,-0.077911,0.993087,-0.087766,0.031631,-0.002425,0.021619,-23.815594,23.016163,5.862488,,,,,,,
1528106676.822736,-0.738885,-1.452403,2.889173,-0.036562,0.102315,-0.098485,-0.079529,0.993000,-0.087294,0.013688,0.001187,0.038543,-24.116180,23.225220,5.956604,,,,,,,
1528106676.842816,-0.751926,-1.451787,2.873856,-0.031424,0.112004,-0.085526,-0.081076,0.992927,-0.086693,0.035467,-0.025199,0.057519,-24.247995,23.349552,5.986877,,,,,,,
1528106676.862897,-0.760317,-1.451100,2.862436,-0.013689,0.157161,-0.067937,-0.082270,0.992845,-0.086504,0.051508,-0.023836,0.047792,-24.350805,23.306355,5.905457,,,,,,,
1528106676.882946,-0.763994,-1.450717,2.854826,-0.013357,0.208629,-0.036612,-0.082851,0.992799,-0.086476,0.052303,-0.020799,0.025304,-24.060028,23.126244,5.876495,,,,,,,
1528106676.903027,-0.761585,-1.450585,2.852400,0.004239,0.237710,-0.000920,-0.082734,0.992783,-0.086771,0.048005,-0.023286,-0.001013,-24.381769,23.150852,5.636810,,,,,,,
1528106676.923108,-0.753189,-1.450844,2.856572,0.019130,0.179944,0.037469,-0.081827,0.992814,-0.087276,0.039927,-0.020311,-0.024327,-24.270864,23.390858,5.455170,,,,,,,
1528106676.943158,-0.736770,-1.451010,2.869773,0.062638,0.163122,0.084993,-0.080271,0.992834,-0.088483,0.045954,-0.029806,-0.043612,-24.246780,23.387409,5.356384,,,,,,,
1528106676.963238,-0.707777,-1.451658,2.895878,0.101459,0.138773,0.165595,-0.077253,0.992911,-0.090284,0.049147,-0.069266,-0.065798,-24.413727,23.556404,5.278687,,,,,,,
1528106676.983319,-0.655697,-1.451887,2.944305,0.221848,0.244727,0.267172,-0.072310,0.992939,-0.094003,-0.010850,-0.055683,0.001596,-24.365854,23.493046,5.334229,,,,,,,
1528106677.003369,-0.579705,-1.450476,3.014274,0.330296,0.349499,0.297963,-0.065734,0.992770,-0.100396,-0.111619,0.002698,0.070595,-24.339640,23.435284,4.986511,,,,,,,
1528106677.023450,-0.513014,-1.447480,3.075132,0.291510,0.261280,0.187841,-0.060357,0.992406,-0.107145,-0.128226,0.106181,0.055463,-24.232712,23.807201,4.427704,,,,,,,
1528106677.043530,-0.482650,-1.444739,3.101731,0.144397,0.136883,0.004501,-0.058339,0.992065,-0.111338,-0.054316,0.155609,0.026682,-24.117050,23.967667,4.359039,,,,,,,
1528106677.063580,-0.493901,-1.441975,3.088715,0.046892,0.050349,-0.213347,-0.060888,0.991714,-0.113089,0.007406,0.139176,0.071265,-23.838825,24.184475,4.106506,,,,,,,
1528106677.083661,-0.526470,-1.439071,3.054141,0.035359,0.118854,-0.267688,-0.065985,0.991337,-0.113536,-0.050378,0.053417,0.174693,-24.131599,24.258865,4.285950,,,,,,,
1528106677.103741,-0.545840,-1.434490,3.029464,0.164632,0.332043,-0.240325,-0.070530,0.990725,-0.116119,-0.104275,0.005064,0.214523,-24.301407,24.242523,4.124420,,,,,,,
1528106677.123792,-0.548738,-1.428662,3.018564,0.224957,0.396807,-0.204987,-0.073877,0.989916,-0.120839,-0.106329,-0.005846,0.121769,-24.391356,23.927803,3.921448,,,,,,,
1528106677.143872,-0.551190,-1.423100,3.008344,0.165119,0.368502,-0.213361,-0.077055,0.989113,-0.125345,-0.035051,0.005379,0.039331,-24.576036,23.980537,3.506439,,,,,,,
1528106677.163922,-0.564114,-1.419331,2.987463,0.034404,0.384704,-0.242681,-0.080662,0.988551,-0.127489,0.056766,0.003637,0.014375,-24.759666,23.870525,3.266693,,,,,,,
1528106677.184003,-0.586871,-1.417000,2.956215,-0.049275,0.408752,-0.259615,-0.084817,0.988197,-0.127538,0.093087,-0.002128,0.055669,-24.989065,23.586784,3.065094,,,,,,,
1528106677.204082,-0.606555,-1.415183,2.927267,-0.019119,0.459368,-0.209738,-0.088335,0.987917,-0.127320,0.047503,-0.027528,0.127366,-25.214794,23.717716,3.024994,,,,,,,
1528106677.224133,-0.613461,-1.412199,2.910947,0.096556,0.441987,-0.179537,-0.090910,0.987450,-0.129118,0.006589,-0.038124,0.160856,-25.279282,23.659695,2.807495,,,,,,,
1528106677.244214,-0.612980,-1.407488,2.903552,0.195087,0.336567,-0.190700,-0.093524,0.986695,-0.132967,-0.011045,-0.044877,0.147844,-25.430420,23.479668,2.561340,,,,,,,
1528106677.264294,-0.608864,-1.401176,2.902353,0.290397,0.216118,-0.194494,-0.096536,0.985649,-0.138457,0.007379,-0.040962,0.144316,-25.734303,23.581207,2.364716,,,,,,,
1528106677.284345,-0.601311,-1.393562,2.906515,0.367009,0.142705,-0.187551,-0.099731,0.984335,-0.145367,0.040084,-0.000982,0.155865,-25.690645,23.635811,2.126495,,,,,,,
1528106677.304425,-0.589680,-1.384833,2.915692,0.443163,0.120747,-0.170697,-0.102808,0.982759,-0.153653,0.053675,0.025985,0.173108,-25.771887,23.755917,1.968811,,,,,,,
1528106677.324506,-0.572550,-1.375108,2.930338,0.516592,0.149159,-0.134332,-0.105335,0.980914,-0.163419,0.052570,0.028684,0.183179,-25.848295,23.759018,1.588379,,,,,,,
1528106677.344556,-0.548821,-1.364854,2.950903,0.569328,0.186004,-0.079978,-0.106671,0.978869,-0.174445,0.050442,0.005049,0.176505,-25.939903,24.005424,1.265411,,,,,,,
1528106677.364636,-0.520094,-1.354500,2.976243,0.597350,0.192661,-0.010036,-0.106648,0.976699,-0.186223,0.026600,-0.013900,0.182027,-25.817616,24.041298,0.963379,,,,,,,
1528106677.384717,-0.488314,-1.344704,3.004299,0.571559,0.242878,0.048792,-0.105161,0.974550,-0.197959,0.009122,-0.016237,0.207603,-25.801605,24.015301,0.387665,,,,,,,
1528106677.404767,-0.456442,-1.336214,3.030026,0.496144,0.402068,0.072306,-0.102443,0.972611,-0.208631,-0.021916,-0.001115,0.246198,-25.724720,24.304771,0.102234,,,,,,,
1528106677.424847,-0.425071,-1.328630,3.051847,0.455688,0.555062,0.053400,-0.098888,0.970821,-0.218455,-0.039464,0.013081,0.264415,-25.627365,24.283470,-0.319031,,,,,,,
1528106677.444928,-0.397910,-1.320991,3.067074,0.421557,0.646985,-0.008577,-0.095790,0.968960,-0.227892,-0.061253,0.061908,0.268145,-25.766993,24.482590,-0.920746,,,,,,,
1528106677.464978,-0.376188,-1.313891,3.075153,0.356194,0.719393,-0.053917,-0.093343,0.967181,-0.236311,-0.056529,0.094068,0.270811,-25.765253,24.677166,-1.713684,,,,,,,
1528106677.485059,-0.356597,-1.308055,3.079861,0.280594,0.752087,-0.036458,-0.090665,0.965682,-0.243381,-0.033466,0.142824,0.314853,-25.635540,24.708988,-2.106995,,,,,,,
1528106677.505139,-0.338536,-1.303467,3.083178,0.221717,0.728080,-0.038375,-0.087725,0.964480,-0.249155,0.019534,0.252073,0.368693,-25.633615,24.567127,-2.551666,,,,,,,
1528106677.525189,-0.323559,-1.299964,3.084247,0.157882,0.642934,-0.041761,-0.085058,0.963549,-0.253642,0.064565,0.297758,0.395458,-25.734428,24.825214,-2.972015,,,,,,,
1528106677.545269,-0.316372,-1.296195,3.081911,0.169739,0.341760,-0.143888,-0.084361,0.962533,-0.257696,0.209773,0.295599,0.314474,-25.697580,24.900532,-3.282043,,,,,,,
1528106677.565350,-0.331822,-1.292443,3.062780,0.026971,0.043707,-0.409476,-0.089508,0.961509,-0.259774,0.397324,0.253548,0.159158,-25.779165,24.891563,-3.467590,,,,,,,
1528106677.585400,-0.367939,-1.291651,3.026340,-0.233938,-0.117922,-0.494871,-0.099104,0.961291,-0.257084,0.241347,0.094495,0.136127,-25.977224,25.021172,-3.360565,,,,,,,
1528106677.605481,-0.413205,-1.295671,2.983883,-0.492609,-0.310563,-0.409174,-0.109083,0.962391,-0.248795,0.089735,-0.110783,0.094132,-26.291216,24.893559,-3.113770,,,,,,,
1528106677.625560,-0.462278,-1.304286,2.944743,-0.691633,-0.766452,-0.240736,-0.117454,0.964696,-0.235715,0.030830,-0.241185,-0.030459,-26.254395,24.927929,-2.756836,,,,,,,
1528106677.645610,-0.527979,-1.317498,2.898659,-0.951805,-1.197086,-0.170289,-0.126244,0.968091,-0.216465,0.069832,-0.279157,-0.184124,-26.441261,25.188812,-1.856201,,,,,,,
1528106677.665690,-0.606409,-1.335479,2.844166,-1.209899,-1.299652,-0.009170,-0.132871,0.972440,-0.191570,-0.066287,-0.250959,-0.278034,-26.668175,25.383167,-0.673401,,,,,,,
1528106677.685771,-0.698701,-1.358373,2.778215,-1.408971,-1.466099,0.185487,-0.135603,0.977523,-0.161418,-0.175036,-0.106185,-0.349049,-26.599628,25.586559,0.662079,,,,,,,
1528106677.705821,-0.808417,-1.383624,2.697369,-1.468215,-1.553308,0.323416,-0.134562,0.982534,-0.128506,-0.180211,0.065531,-0.296574,-26.422148,25.720829,2.278503,,,,,,,
1528106677.725901,-0.933904,-1.407067,2.601268,-1.341314,-1.504142,0.365894,-0.131027,0.986626,-0.096924,-0.086426,0.233680,-0.206604,-26.052742,25.987907,3.640808,,,,,,,
1528106677.745982,-1.079515,-1.427519,2.481468,-1.310792,-1.254151,0.373001,-0.125882,0.989753,-0.067351,0.037854,0.351265,-0.179475,-25.621334,26.157864,5.151825,,,,,,,
1528106677.766032,-1.258283,-1.444418,2.322099,-1.299748,-0.923912,0.352491,-0.119914,0.992025,-0.038744,0.074442,0.371348,-0.171934,-25.117176,26.588905,6.412659,,,,,,,
1528106677.786113,-1.457025,-1.458092,2.138426,-1.138564,-0.762976,0.509449,-0.111711,0.993656,-0.012765,0.020555,0.186123,-0.146125,-24.736958,26.665901,7.586670,,,,,,,
1528106677.806193,-1.660666,-1.471728,1.947568,-0.929550,-0.671349,0.737237,-0.098475,0.995097,0.008874,0.027415,0.013631,-0.094293,-24.129534,26.645687,8.508698,,,,,,,
1528106677.826243,-1.884383,-1.484144,1.737356,-0.789321,-0.776437,0.820761,-0.082289,0.996248,0.026685,0.063613,-0.044130,-0.092451,-23.581673,27.085644,9.300720,,,,,,,
1528106677.846324,-2.171722,-1.492174,1.466647,-0.854548,-0.908743,0.864187,-0.064748,0.996911,0.044384,0.072255,-0.101815,-0.103680,-22.846924,27.416584,10.052307,,,,,,,
1528106677.866404,-2.516366,-1.492057,1.139949,-0.965030,-0.973848,0.887103,-0.046013,0.996902,0.063745,0.085243,-0.152694,-0.105829,-21.866816,27.570396,10.793488,,,,,,,
1528106677.886454,-2.831883,-1.480079,0.843660,-1.165462,-1.035347,0.808347,-0.027600,0.995888,0.086248,0.128293,-0.185478,-0.049642,-21.272282,27.770161,11.855682,,,,,,,
1528106677.906535,-3.041371,-1.460240,0.652282,-1.077851,-0.869677,0.679760,-0.011036,0.993895,0.109749,0.106068,-0.198622,0.051140,-20.326157,27.912777,12.821350,,,,,,,
1528106677.926615,3.126400,-1.444579,0.552551,-0.636192,-0.819409,0.465993,0.001912,0.992045,0.125844,0.052882,-0.056239,0.065471,-19.650764,28.013401,13.588104,,,,,,,
1528106677.946666,3.066764,-1.435259,0.509050,-0.373917,-0.819758,0.200541,0.010100,0.990829,0.134722,0.014543,-0.012603,0.024443,-19.249985,28.110714,14.300446,,,,,,,
1528106677.966746,3.046384,-1.429118,0.504531,-0.251109,-0.776070,-0.013915,0.013422,0.989980,0.140546,-0.029032,-0.069830,0.037951,-18.871773,28.093674,14.786926,,,,,,,
1528106677.986827,3.051894,-1.427052,0.524829,-0.036524,-0.697410,-0.202449,0.012830,0.989687,0.142655,-0.040250,-0.174379,0.075516,-18.472515,28.136803,15.216339,,,,,,,
1528106678.006877,3.081434,-1.428656,0.567803,0.102681,-0.622502,-0.372654,0.008516,0.989915,0.141389,-0.029955,-0.229142,0.082427,-18.348188,28.208481,15.449677,,,,,,,
1528106678.026957,3.133310,-1.432228,0.632042,0.195356,-0.573641,-0.502898,0.001144,0.990415,0.138104,0.010102,-0.295011,0.132816,-18.276709,28.328747,15.529480,,,,,,,
1528106678.047038,-3.077609,-1.436530,0.716396,0.240517,-0.564772,-0.593272,-0.008558,0.991000,0.133570,0.068189,-0.374636,0.160360,-18.385746,28.155071,15.513824,,,,,,,
1528106678.067088,-2.995850,-1.439275,0.810645,0.153846,-0.598628,-0.599860,-0.019043,0.991364,0.129735,0.158340,-0.389847,0.154933,-18.646952,28.118061,15.581726,,,,,,,
1528106678.087168,-2.924727,-1.437088,0.894519,-0.115389,-0.608046,-0.534680,-0.028681,0.991074,0.130172,0.234903,-0.308137,0.137178,-18.983053,28.154861,15.273071,,,,,,,
1528106678.107249,-2.882122,-1.429685,0.951441,-0.341638,-0.751129,-0.407647,-0.036081,0.990060,0.135923,0.225183,-0.051462,0.050875,-19.062895,28.057442,15.585846,,,,,,,
1528106678.127299,-2.878592,-1.419734,0.972166,-0.492843,-0.907574,-0.183458,-0.039120,0.988612,0.145301,0.129819,0.268697,-0.007667,-19.045031,27.941002,16.009949,,,,,,,
1528106678.147380,-2.913122,-1.410963,0.957284,-0.373587,-1.043825,0.121176,-0.036044,0.987254,0.155006,0.030444,0.446584,0.091683,-19.149746,27.808075,16.404877,,,,,,,
1528106678.167460,-2.968684,-1.409939,0.922321,0.074501,-1.014805,0.325829,-0.027554,0.987090,0.157765,0.085629,0.403474,0.301936,-18.843145,27.948387,16.956787,,,,,,,
1528106678.187510,-3.032587,-1.417586,0.873635,0.447728,-0.611149,0.488842,-0.016601,0.988286,0.151694,0.162384,0.392588,0.371088,-18.198143,28.241871,17.168182,,,,,,,
1528106678.207591,-3.111494,-1.429774,0.798251,0.643801,-0.031893,0.647471,-0.004230,0.990073,0.140480,-0.024518,0.696573,0.314110,-17.717995,28.395790,16.924011,,,,,,,
1528106678.227671,3.061594,-1.446785,0.684222,0.982852,0.248229,0.775138,0.009884,0.992320,0.123285,-0.226833,0.616917,0.086493,-17.253160,29.144791,16.341125,,,,,,,
1528106678.247721,2.901729,-1.465663,0.515116,1.091722,0.466631,0.800143,0.024927,0.994479,0.101922,-0.242228,0.289823,-0.129556,-16.980906,29.811958,15.693542,,,,,,,
1528106678.267802,2.696455,-1.475917,0.298472,0.658770,0.482844,0.891308,0.040786,0.995502,0.085491,-0.285216,-0.053348,-0.202191,-16.555779,30.342541,14.803558,,,,,,,
1528106678.287883,2.448637,-1.475072,0.038361,0.648060,0.591102,1.081208,0.061047,0.995422,0.073522,-0.316464,-0.198120,-0.118704,-15.353083,31.509834,13.582672,,,,,,,
1528106678.307933,2.233777,-1.472847,-0.185289,0.743239,0.201440,0.647829,0.077064,0.995207,0.060179,0.124642,-0.256330,-0.344786,-14.861731,32.122082,12.824097,,,,,,,
1528106678.328013,2.056013,-1.474232,-0.363480,0.719325,-0.134391,0.262536,0.085273,0.995341,0.044961,0.186807,-0.240108,-0.348733,-14.777542,32.433121,12.401428,,,,,,,
1528106678.348094,1.952464,-1.478306,-0.461002,0.358006,-0.446918,-0.114943,0.085700,0.995726,0.034396,0.069329,-0.058592,-0.326815,-14.726242,32.673534,12.006195,,,,,,,
1528106678.368144,1.931335,-1.485071,-0.470710,0.074452,-0.604504,-0.439250,0.080101,0.996328,0.030199,-0.181556,0.142024,-0.238711,-14.561871,32.693665,11.675293,,,,,,,
1528106678.388224,1.973595,-1.498806,-0.418206,0.087327,-0.424462,-0.851204,0.066153,0.997410,0.028188,-0.433814,0.235134,0.009227,-15.200052,32.803577,11.648285,,,,,,,
1528106678.408305,2.036067,-1.515612,-0.351175,0.218504,-0.092256,-0.781419,0.049273,0.998478,0.024736,-0.521578,0.064587,0.032484,-15.778835,32.528969,11.900757,,,,,,,
1528106678.428355,2.063359,-1.532095,-0.329545,0.382908,0.512453,-0.757881,0.034071,0.999251,0.018285,-0.256376,-0.196227,0.022212,-16.309824,32.662159,11.391998,,,,,,,
1528106678.448436,2.149334,-1.549308,-0.259980,0.291631,0.970580,-0.816379,0.017965,0.999769,0.011733,-0.172521,-0.191984,-0.002913,-17.380579,32.615108,10.784882,,,,,,,
1528106678.468516,3.007525,-1.562700,0.573493,0.170076,1.353469,-0.822151,0.001074,0.999967,0.007962,-0.223303,-0.092649,0.004901,-18.187872,32.422268,10.269806,,,,,,,
1528106678.488566,-1.788435,-1.555207,2.031603,0.269972,1.469968,-0.799960,-0.015188,0.999878,0.003359,-0.242320,-0.025284,0.008604,-19.012756,32.340611,9.646881,,,,,,,
1528106678.508647,-1.446692,-1.540479,2.343684,0.337249,1.464058,-0.687874,-0.030058,0.999540,-0.003750,-0.220995,-0.047682,-0.007115,-19.786179,32.391075,8.807343,,,,,,,
1528106678.528727,-1.297476,-1.527432,2.463671,0.362253,1.447137,-0.539974,-0.041727,0.999060,-0.011698,-0.160681,-0.054037,0.010187,-20.715696,32.168774,8.005859,,,,,,,
1528106678.548777,-1.148810,-1.515635,2.584796,0.569492,1.331830,-0.403253,-0.050288,0.998479,-0.022577,-0.019109,-0.045903,0.087168,-21.275705,32.398750,7.243286,,,,,,,
1528106678.568858,-0.969443,-1.502133,2.737774,0.825222,1.317615,-0.328529,-0.056568,0.997644,-0.038813,0.115741,-0.014215,0.157022,-21.675327,32.175983,6.102753,,,,,,,
1528106678.588938,-0.809403,-1.486022,2.871599,0.927783,1.311935,-0.286649,-0.061288,0.996409,-0.058414,0.197381,-0.038187,0.140125,-22.009668,32.445045,4.975250,,,,,,,
1528106678.609005,-0.692275,-1.468814,2.963414,0.908503,1.244272,-0.257291,-0.064977,0.994804,-0.078365,0.189214,-0.109611,0.074046,-22.361378,32.394459,3.582275,,,,,,,
1528106678.629085,-0.603537,-1.452385,3.028977,0.829737,1.123675,-0.170085,-0.067046,0.992998,-0.097260,0.139525,-0.166154,0.041032,-22.760679,32.570415,2.381592,,,,,,,
1528106678.649166,-0.528592,-1.438606,3.081014,0.685846,1.181645,-0.034518,-0.066470,0.991276,-0.113813,0.084491,-0.194813,0.082929,-23.062826,32.572166,1.495819,,,,,,,
1528106678.669216,-0.452261,-1.429029,3.131536,0.529472,1.389622,0.160592,-0.061744,0.989968,-0.127086,0.014976,-0.214226,0.155116,-23.198347,32.943802,0.227448,,,,,,,
1528106678.689296,-0.355895,-1.423008,-3.084692,0.445642,1.553118,0.413057,-0.051306,0.989099,-0.138022,-0.040552,-0.246362,0.252173,-22.912792,33.075409,-0.703064,,,,,,,
1528106678.709377,-0.241187,-1.417331,-3.000485,0.486920,1.522376,0.554656,-0.036512,0.988247,-0.148436,-0.060015,-0.239254,0.305968,-22.686544,33.403484,-1.990204,,,,,,,
1528106678.729427,-0.139720,-1.408556,-2.925285,0.552727,1.213010,0.437084,-0.022495,0.986868,-0.159954,0.024204,-0.086493,0.258312,-22.149895,33.669056,-2.915161,,,,,,,
1528106678.749507,-0.085184,-1.399396,-2.889445,0.436266,0.792918,0.107995,-0.014511,0.985347,-0.169942,0.204193,0.134084,0.176244,-21.910259,34.106155,-3.765717,,,,,,,
1528106678.769588,-0.083369,-1.392137,-2.899936,0.302131,0.505616,-0.247329,-0.014798,0.984083,-0.177092,0.285459,0.367526,0.230116,-21.862356,34.151386,-4.646515,,,,,,,
1528106678.789638,-0.117576,-1.388057,-2.944059,0.069623,0.425607,-0.490320,-0.021317,0.983350,-0.180467,0.275040,0.500598,0.323763,-21.974232,34.194725,-5.093170,,,,,,,
1528106678.809719,-0.171078,-1.387814,-3.005121,-0.161113,0.224536,-0.564865,-0.030978,0.983305,-0.179306,0.312564,0.291231,0.312225,-22.321201,34.230061,-5.389771,,,,,,,
1528106678.829799,-0.241352,-1.392173,-3.076724,-0.449491,-0.123794,-0.593835,-0.042467,0.984089,-0.172525,0.330339,0.080120,0.144159,-22.953495,34.087864,-5.182892,,,,,,,
1528106678.849849,-0.328326,-1.400288,3.120162,-0.670004,-0.052487,-0.598252,-0.054716,0.985499,-0.160618,0.212201,-0.102503,0.173725,-23.424908,34.381538,-4.608185,,,,,,,
1528106678.869930,-0.433051,-1.410467,3.013893,-0.876688,-0.022905,-0.654104,-0.066992,0.987175,-0.144904,0.074103,-0.172188,0.085197,-23.876053,34.626759,-4.148987,,,,,,,
1528106678.890010,-0.580736,-1.421187,2.870440,-1.074749,-0.486370,-0.717936,-0.081774,0.988829,-0.124614,-0.042264,-0.187285,-0.212895,-24.630779,34.561298,-3.375549,,,,,,,
1528106678.910060,-0.775543,-1.432896,2.684303,-1.444632,-0.480414,-0.600378,-0.096236,0.990507,-0.098151,-0.344865,-0.189344,-0.384835,-25.371244,34.737732,-2.333221,,,,,,,
1528106678.930141,-1.023627,-1.449300,2.442427,-1.869946,-0.427567,-0.128987,-0.103499,0.992628,-0.063053,-0.662782,-0.145140,-0.507686,-25.734953,35.169857,-0.910614,,,,,,,
1528106678.950222,-1.347837,-1.467992,2.130049,-1.927138,-0.908049,0.369593,-0.100078,0.994720,-0.022691,-0.655125,0.101258,-0.520141,-25.654224,35.598568,0.673096,,,,,,,
1528106678.970272,-1.722719,-1.478582,1.781158,-1.572880,-1.707313,0.436878,-0.091020,0.995751,0.013935,-0.314177,0.476859,-0.371464,-25.337103,36.094227,2.736664,,,,,,,
1528106678.990352,-2.099764,-1.474414,1.446757,-1.581048,-2.422436,0.262649,-0.083081,0.995359,0.048563,0.230649,0.856784,-0.419734,-24.778673,36.464622,4.954407,,,,,,,
1528106679.010433,-2.419298,-1.453555,1.172016,-1.864754,-2.020403,0.085923,-0.077332,0.993135,0.087764,0.544815,0.695433,-0.430278,-24.137867,36.387165,7.362976,,,,,,,
1528106679.030483,-2.622737,-1.430246,0.986395,-1.395498,-0.398206,0.519061,-0.069468,0.990139,0.121652,0.575480,0.113163,-0.118234,-23.804981,36.595665,9.838806,,,,,,,
1528106679.050563,-2.783033,-1.425013,0.823773,-0.281774,0.181367,1.114761,-0.050978,0.989392,0.136028,0.318876,-0.212659,0.155873,-23.009970,36.960598,11.131805,,,,,,,
1528106679.070644,-2.927091,-1.435580,0.673290,0.355025,0.257781,1.153937,-0.028695,0.990872,0.131715,0.228997,-0.215283,0.157622,-22.088482,37.624023,11.523895,,,,,,,
1528106679.090694,-3.089423,-1.441556,0.506133,-0.076336,0.023110,1.083196,-0.006721,0.991660,0.128706,0.128577,-0.218238,-0.091475,-20.928120,38.251019,11.291840,,,,,,,
1528106679.110775,3.045791,-1.431707,0.366435,-0.658559,-0.800142,0.850040,0.013262,0.990343,0.138003,-0.014009,-0.220033,-0.297519,-19.884386,38.789028,11.691498,,,,,,,
1528106679.130855,2.940948,-1.413784,0.285450,-0.845199,-1.407219,0.641070,0.031164,0.987699,0.153231,-0.066260,-0.226285,-0.209521,-18.978289,39.019688,12.787323,,,,,,,
1528106679.150905,2.883133,-1.395346,0.254185,-0.798130,-1.252622,0.335342,0.044614,0.984648,0.168754,-0.001096,-0.220244,-0.031119,-17.700562,39.377869,13.984039,,,,,,,
1528106679.170986,2.867683,-1.382392,0.259975,-0.511970,-0.960179,-0.010604,0.050662,0.982304,0.180308,-0.009204,-0.189275,0.058049,-17.141966,39.188316,15.169373,,,,,,,
1528106679.191066,2.882020,-1.378441,0.293079,-0.138930,-0.906175,-0.396418,0.049067,0.981557,0.184767,-0.061564,-0.167622,0.063997,-16.582247,39.598656,16.189545,,,,,,,
1528106679.211116,2.925423,-1.380706,0.355814,0.016817,-0.914815,-0.722069,0.040528,0.981987,0.184551,-0.070252,-0.242088,0.021015,-16.558708,39.599472,16.770111,,,,,,,
1528106679.231197,2.992542,-1.386273,0.443203,0.200902,-0.962862,-0.897763,0.027246,0.983024,0.181444,-0.021036,-0.273536,0.070372,-16.717146,39.622086,17.084930,,,,,,,
1528106679.251277,3.062943,-1.394697,0.536362,0.379158,-1.122350,-0.821571,0.013764,0.984535,0.174649,0.121840,-0.304862,0.123416,-16.790630,39.677025,17.324432,,,,,,,
1528106679.271328,3.115667,-1.403868,0.614012,0.434623,-1.190480,-0.597599,0.004307,0.986100,0.166099,0.303646,-0.330048,0.179162,-16.933592,39.703739,17.696259,,,,,,,
1528106679.291408,-3.124208,-1.411774,0.679052,0.345935,-0.933815,-0.510562,-0.002753,0.987383,0.158328,0.374945,-0.227144,0.215558,-16.822899,39.988525,17.832214,,,,,,,
1528106679.311489,-3.085140,-1.414437,0.735491,-0.015751,-0.792716,-0.347207,-0.008786,0.987801,0.155472,0.182691,0.149422,0.070556,-16.783619,40.286858,17.971863,,,,,,,
1528106679.331539,-3.099133,-1.407264,0.736833,-0.549780,-0.800664,0.173901,-0.006911,0.986658,0.162657,-0.135988,0.408239,-0.081420,-16.487284,40.155716,18.566132,,,,,,,
1528106679.351619,3.125625,-1.396951,0.695417,-0.370880,-0.893629,0.413144,0.002762,0.984927,0.172949,-0.129898,0.521528,0.108744,-15.841368,40.363773,19.424683,,,,,,,
1528106679.371700,3.063329,-1.398738,0.648378,0.400738,-0.680144,0.340198,0.013386,0.985234,0.170687,0.125622,0.455058,0.301634,-14.906770,40.553295,20.243286,,,,,,,
1528106679.391750,3.003843,-1.413112,0.594148,0.939065,-0.102735,0.438751,0.021563,0.987593,0.155546,0.042493,0.629945,0.359545,-13.866468,40.789139,20.345978,,,,,,,
1528106679.411830,2.901719,-1.433237,0.488349,1.187157,0.295749,0.648380,0.032578,0.990554,0.133199,-0.135514,0.475892,0.135889,-12.987422,41.190773,20.114655,,,,,,,
1528106679.431911,2.741807,-1.448352,0.314623,0.935649,0.761417,0.930454,0.047538,0.992513,0.112505,-0.221290,0.170146,-0.138720,-12.176275,41.722294,19.311768,,,,,,,
1528106679.451961,2.559776,-1.448821,0.117254,0.371479,0.583771,1.132398,0.066863,0.992570,0.101651,-0.253325,0.028044,-0.185391,-11.301534,42.096043,18.394470,,,,,,,
1528106679.472042,2.378183,-1.439614,-0.074389,0.531891,0.385560,1.196386,0.090435,0.991408,0.094502,-0.220257,-0.116499,0.022045,-10.121260,42.469929,18.103699,,,,,,,
