timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1528106698.719747,1.522049,-1.516964,-0.961259,0.422885,1.808782,-0.672082,0.053727,0.998551,-0.002621,-0.254334,-0.337541,-0.003238,-9.983678,31.872772,12.744446,,,,,,,
1528106698.739828,1.335735,-1.526714,-1.181656,0.522887,1.581233,-0.491264,0.042846,0.999029,-0.010261,-0.125472,-0.189931,-0.013253,-10.966201,31.803108,12.273743,,,,,,,
1528106698.759878,1.016394,-1.528222,-1.531741,0.757567,1.534758,-0.270352,0.036176,0.999094,-0.022399,0.025088,-0.011072,0.087722,-11.790432,31.670555,11.440063,,,,,,,
1528106698.779958,0.719880,-1.518928,-1.860967,0.939057,1.661545,-0.089792,0.034173,0.998655,-0.038972,0.173149,0.065325,0.211503,-12.119353,31.754593,10.590881,,,,,,,
1528106698.800039,0.548878,-1.503789,-2.067960,0.968229,1.849370,-0.031675,0.034927,0.997756,-0.057112,0.283447,0.012132,0.271375,-12.738232,31.810921,9.580353,,,,,,,
1528106698.820089,0.468751,-1.487254,-2.187692,0.906020,2.033325,0.037085,0.037693,0.996512,-0.074434,0.265011,-0.127982,0.244249,-12.897580,31.718708,8.656616,,,,,,,
1528106698.840170,0.457186,-1.472407,-2.245081,0.675478,2.443340,0.140377,0.043358,0.995164,-0.088134,0.169258,-0.268296,0.241638,-13.273455,31.707642,7.348816,,,,,,,
1528106698.860250,0.513686,-1.459967,-2.239701,0.496771,2.520420,0.463989,0.054346,0.993865,-0.096323,-0.020319,-0.432997,0.189081,-13.375473,31.801823,6.262207,,,,,,,
1528106698.880300,0.602623,-1.443358,-2.194661,0.585348,1.986246,0.763905,0.072035,0.991891,-0.104704,-0.269210,-0.478478,0.125562,-13.424725,31.981129,5.101105,,,,,,,
1528106698.900381,0.682230,-1.425162,-2.146258,0.455153,1.360351,0.762068,0.091499,0.989414,-0.112635,-0.271095,-0.120334,0.078638,-13.094132,32.104828,4.217621,,,,,,,
1528106698.920461,0.744929,-1.413271,-2.103271,0.105241,0.773538,0.548021,0.106345,0.987619,-0.115321,-0.037086,0.354026,0.251307,-12.327538,32.061726,3.042023,,,,,,,
1528106698.940511,0.780838,-1.408315,-2.073191,0.006216,0.080203,0.169468,0.113861,0.986829,-0.114904,0.238663,0.461627,0.537801,-12.004429,32.128094,3.062592,,,,,,,
1528106698.960592,0.756772,-1.410524,-2.097649,0.081165,0.024790,-0.438891,0.109566,0.987184,-0.116025,0.465187,0.342360,0.712202,-12.201229,32.187935,2.903137,,,,,,,
1528106698.980672,0.700129,-1.421303,-2.156729,-0.263279,0.113299,-0.824645,0.095959,0.988847,-0.113897,0.532734,0.046142,0.340169,-12.928137,32.069897,3.350952,,,,,,,
1528106699.000722,0.650928,-1.442939,-2.209650,-0.832009,0.243147,-0.995631,0.077257,0.991837,-0.101431,0.437590,-0.157151,0.039343,-13.628065,31.577618,3.788239,,,,,,,
1528106699.020803,0.625773,-1.470929,-2.239167,-1.091320,0.083716,-0.958988,0.058393,0.995017,-0.080802,0.112536,-0.315193,-0.044778,-14.356693,31.368313,4.506683,,,,,,,
1528106699.040884,0.583915,-1.502226,-2.273150,-1.265698,-0.689385,-1.040302,0.037768,0.997650,-0.057156,0.021360,-0.306473,-0.309146,-14.909968,30.598969,5.357574,,,,,,,
1528106699.060934,0.497509,-1.536576,-2.340505,-1.466403,-1.001678,-0.977041,0.016320,0.999415,-0.030051,-0.201531,-0.182322,-0.434213,-15.625116,30.380539,6.760315,,,,,,,
1528106699.081014,2.379421,-1.566565,-0.440043,-1.751764,-0.864179,-0.411445,0.002878,0.999991,0.003015,-0.502237,-0.022971,-0.512506,-15.862697,29.754696,7.995148,,,,,,,
1528106699.101095,3.094614,-1.532893,0.291298,-1.650201,-0.825756,0.091935,0.001779,0.999282,0.037842,-0.510965,0.353257,-0.526276,-15.947192,29.516479,9.413574,,,,,,,
1528106699.121145,3.041605,-1.503413,0.261678,-1.457357,-1.387133,0.152162,0.006721,0.997731,0.066992,-0.272788,0.929851,-0.445181,-15.383360,29.040699,10.763245,,,,,,,
1528106699.141225,3.060671,-1.466342,0.313599,-2.118538,-1.695350,-0.124044,0.008428,0.994550,0.103920,0.207988,1.307864,-0.506477,-14.942533,28.698311,12.352264,,,,,,,
1528106699.161306,3.051122,-1.421328,0.338354,-2.140172,-1.595713,0.165208,0.013454,0.988850,0.148302,0.551427,0.964046,-0.663728,-14.450012,28.090912,13.969055,,,,,,,
1528106699.181356,3.008288,-1.389106,0.319322,-1.157840,-0.923912,0.501902,0.024015,0.983540,0.179086,0.671862,0.128918,-0.154291,-14.138100,27.715588,15.503143,,,,,,,
1528106699.201437,2.896520,-1.381943,0.217574,0.400409,-0.374314,1.275129,0.045548,0.982220,0.182119,0.596817,-0.398938,0.207423,-13.377236,27.905857,15.855408,,,,,,,
1528106699.221517,2.717716,-1.390480,0.037160,1.079442,0.085108,1.345836,0.073760,0.983787,0.163464,0.513231,-0.545112,0.230884,-12.460518,28.228550,15.108093,,,,,,,
1528106699.241567,2.596203,-1.389522,-0.090322,0.044823,0.067844,0.830198,0.093518,0.983615,0.154122,0.329959,-0.580005,-0.078331,-11.813741,28.721798,14.792358,,,,,,,
1528106699.261648,2.563416,-1.373719,-0.112993,-0.845598,-0.843394,0.560714,0.107003,0.980643,0.163972,-0.131203,-0.344886,-0.251024,-11.048366,28.767357,15.019409,,,,,,,
1528106699.281698,2.547587,-1.350480,-0.101763,-1.062360,-1.597492,0.508957,0.122309,0.975828,0.181098,-0.396876,-0.252394,-0.166984,-10.525217,28.707275,15.704010,,,,,,,
1528106699.301778,2.542153,-1.332189,-0.071964,-0.844021,-1.674341,0.029574,0.133340,0.971668,0.195137,-0.142923,-0.206150,-0.024177,-9.737444,28.492035,16.587250,,,,,,,
1528106699.321859,2.560309,-1.325262,-0.022835,-0.465563,-1.370572,-0.481077,0.133468,0.970008,0.203146,-0.037674,-0.215186,0.025445,-9.173857,28.119789,17.188568,,,,,,,
1528106699.341909,2.596594,-1.329481,0.043483,-0.120948,-1.417564,-0.942711,0.123889,0.971024,0.204354,-0.055957,-0.296906,-0.004235,-9.357010,27.943764,17.552216,,,,,,,
1528106699.361990,2.643750,-1.341709,0.121068,0.182096,-1.400443,-1.132656,0.108439,0.973874,0.199518,-0.039759,-0.367871,0.012747,-9.493333,27.798275,17.911743,,,,,,,
1528106699.382070,2.691446,-1.356380,0.200031,0.271626,-1.489812,-1.038957,0.092576,0.977101,0.191575,0.116454,-0.418675,0.060958,-9.755929,27.548874,18.164246,,,,,,,
1528106699.402120,2.725037,-1.368879,0.265979,0.290126,-1.541048,-0.788583,0.081142,0.979684,0.183393,0.344502,-0.420632,0.204058,-9.884409,27.360718,18.093567,,,,,,,
1528106699.422201,2.745177,-1.378910,0.314747,0.269208,-1.280627,-0.549802,0.073633,0.981646,0.175915,0.388937,-0.267306,0.317798,-9.817374,26.992939,18.074310,,,,,,,
1528106699.442281,2.738336,-1.385796,0.333055,0.158989,-1.201921,-0.046624,0.072181,0.982936,0.169185,0.179742,0.249013,0.212468,-9.674659,27.108952,17.964630,,,,,,,
1528106699.462331,2.693215,-1.375930,0.308268,-0.689813,-0.992327,0.625989,0.083939,0.981074,0.174490,-0.106141,0.655294,0.086634,-9.348758,27.323860,18.222809,,,,,,,
1528106699.482412,2.639534,-1.355199,0.276432,-0.602920,-1.143839,0.868073,0.102947,0.976849,0.187526,-0.114926,0.897068,0.192128,-8.455469,27.177708,18.672913,,,,,,,
1528106699.502492,2.548571,-1.346755,0.198480,0.540011,-0.450619,0.903958,0.124162,0.975008,0.184233,0.165221,0.744124,0.442339,-7.509310,27.117786,19.030701,,,,,,,
1528106699.522543,2.413850,-1.356520,0.062591,1.665535,0.124527,0.851218,0.141441,0.977130,0.158769,0.117775,0.639660,0.265532,-6.898575,27.603725,18.635590,,,,,,,
1528106699.542623,2.248134,-1.366688,-0.117402,1.473678,0.708477,0.949522,0.157943,0.979242,0.127028,-0.143569,0.311789,-0.340148,-6.493540,28.251331,17.359680,,,,,,,
1528106699.562704,2.151065,-1.355968,-0.233027,0.261638,0.729908,1.329870,0.178281,0.977013,0.116873,-0.568555,0.116050,-0.292364,-6.172632,28.597073,16.343445,,,,,,,
1528106699.582754,2.067621,-1.334206,-0.326354,0.544950,0.078072,1.413166,0.206048,0.972143,0.111717,-0.642953,-0.204580,-0.176994,-5.289480,28.640099,15.916016,,,,,,,
1528106699.602834,1.953918,-1.322182,-0.436048,1.033926,-0.525309,0.940565,0.228219,0.969254,0.091981,-0.110711,-0.278641,-0.326295,-4.760611,29.157112,15.480286,,,,,,,
1528106699.622915,1.864469,-1.316667,-0.517528,0.688272,-0.448680,0.326772,0.240635,0.967883,0.072772,0.169597,-0.101183,-0.322497,-4.115288,29.720284,14.997986,,,,,,,
1528106699.642995,1.843406,-1.321077,-0.532962,-0.023613,-0.240735,-0.425579,0.238002,0.968982,0.066538,0.238057,0.139157,-0.256357,-3.750664,29.797970,14.292480,,,,,,,
1528106699.663075,1.868873,-1.335329,-0.504996,-0.039177,-0.012709,-0.984232,0.223007,0.972405,0.068515,-0.116958,0.483054,-0.073367,-4.249055,29.613091,14.389679,,,,,,,
1528106699.683156,1.874938,-1.361305,-0.495391,0.462299,-0.298657,-1.337198,0.198414,0.978137,0.062278,-0.599262,0.483564,-0.043785,-4.733741,29.583805,14.298401,,,,,,,
1528106699.703206,1.844425,-1.387406,-0.519506,0.634668,-0.215864,-1.094920,0.175575,0.983231,0.049278,-0.670097,-0.036866,-0.027473,-5.723297,29.568378,14.031097,,,,,,,
1528106699.723287,1.810434,-1.411318,-0.560317,0.627656,0.664181,-1.070861,0.154260,0.987310,0.037691,-0.321558,-0.274572,0.102644,-6.424416,29.446537,13.657898,,,,,,,
1528106699.743367,1.783584,-1.434564,-0.611632,0.631346,1.451058,-0.999030,0.132740,0.990735,0.028680,-0.294636,-0.316510,0.142539,-7.256392,29.577415,13.045410,,,,,,,
1528106699.763417,1.740557,-1.454439,-0.689640,0.696170,1.849288,-0.815168,0.114418,0.993238,0.019612,-0.293113,-0.311247,0.102107,-8.313219,29.621609,12.475250,,,,,,,
1528106699.783498,1.675728,-1.470899,-0.796143,0.651643,2.127731,-0.667543,0.099177,0.995014,0.010445,-0.251429,-0.285908,0.030586,-9.288476,29.398956,11.657227,,,,,,,
1528106699.803578,1.591743,-1.481645,-0.921219,0.607918,1.884168,-0.409357,0.089005,0.996029,0.001865,-0.167680,-0.217006,-0.056201,-10.304174,29.515182,10.778900,,,,,,,
1528106699.823628,1.475128,-1.487574,-1.069827,0.646483,1.413903,-0.256314,0.082738,0.996539,-0.007940,-0.013448,-0.064090,-0.046672,-10.985608,29.718864,10.086792,,,,,,,
1528106699.843709,1.320211,-1.487715,-1.253071,0.821327,1.413077,-0.079753,0.080385,0.996551,-0.020576,0.132567,0.036149,0.091727,-11.502163,29.738441,9.234406,,,,,,,
1528106699.863790,1.133429,-1.481969,-1.469708,1.053503,1.447994,-0.033938,0.080353,0.996057,-0.037571,0.228790,0.056829,0.191928,-11.776217,29.934208,8.391022,,,,,,,
1528106699.883840,0.950602,-1.470903,-1.683032,1.154966,1.514116,-0.024850,0.081149,0.995015,-0.057957,0.220487,-0.015813,0.224598,-12.360259,30.038017,7.349792,,,,,,,
1528106699.903920,0.828478,-1.457691,-1.838588,0.952564,1.716344,-0.000496,0.083165,0.993610,-0.076291,0.152263,-0.160328,0.183316,-12.340904,30.202271,6.322784,,,,,,,
1528106699.924001,0.785273,-1.446951,-1.921909,0.584686,2.111435,0.102120,0.087333,0.992341,-0.087355,0.025933,-0.328065,0.175154,-12.557220,30.319050,5.013794,,,,,,,
1528106699.944051,0.797868,-1.435925,-1.949706,0.506672,1.855834,0.360893,0.096253,0.990919,-0.093882,-0.155762,-0.460432,0.152109,-12.967432,30.400551,4.065216,,,,,,,
1528106699.964131,0.820531,-1.422378,-1.958449,0.515081,1.352101,0.455593,0.108167,0.989006,-0.100822,-0.235166,-0.397591,0.180610,-12.986984,30.325043,3.284271,,,,,,,
1528106699.984212,0.828018,-1.410765,-1.970421,0.406223,0.740240,0.294628,0.117372,0.987222,-0.107771,0.067839,-0.031793,0.182493,-12.508529,30.565689,2.446106,,,,,,,
1528106700.004262,0.822166,-1.403686,-1.984655,0.275805,0.198965,0.105968,0.121856,0.986070,-0.113210,0.329102,0.295592,0.303944,-12.294897,30.708832,1.933411,,,,,,,
1528106700.024343,0.796773,-1.403931,-2.011982,0.102128,0.088218,-0.349456,0.118770,0.986110,-0.116098,0.468267,0.446156,0.514306,-12.140290,30.682602,1.639404,,,,,,,
1528106700.044423,0.740698,-1.411065,-2.071968,0.019386,0.182903,-0.715952,0.107325,0.987270,-0.117376,0.443944,0.298924,0.513876,-12.495490,30.535660,1.509216,,,,,,,
1528106700.064473,0.686740,-1.426791,-2.129957,-0.554564,0.166918,-0.909214,0.090984,0.989649,-0.110973,0.374074,0.071401,0.079327,-13.000076,30.739494,1.359985,,,,,,,
1528106700.084554,0.662610,-1.452315,-2.159205,-0.990621,0.250601,-0.940789,0.072714,0.992989,-0.093187,0.192042,-0.163247,0.052492,-13.607065,30.572960,1.425842,,,,,,,
1528106700.104634,0.644254,-1.481336,-2.178276,-1.147234,-0.178257,-0.988943,0.053655,0.996001,-0.071428,0.062953,-0.308150,-0.073744,-14.221309,30.397839,1.937866,,,,,,,
1528106700.124684,0.603106,-1.513857,-2.209467,-1.313317,-0.603974,-1.053249,0.032273,0.998379,-0.046860,-0.088608,-0.310605,-0.284637,-15.513465,29.562069,3.518097,,,,,,,
1528106700.144765,0.614761,-1.548058,-2.189054,-1.478599,-0.304922,-0.796738,0.013092,0.999741,-0.018544,-0.454377,-0.233766,-0.382351,-16.190676,29.621925,4.608276,,,,,,,
1528106700.164845,2.737517,-1.556519,-0.060859,-1.631482,-0.301500,-0.115767,0.005594,0.999898,0.013081,-0.640359,-0.065999,-0.594426,-16.264814,29.271091,5.778503,,,,,,,
1528106700.184896,2.934028,-1.525832,0.144966,-1.428778,-0.595767,0.288534,0.009260,0.998989,0.043971,-0.574415,0.322056,-0.615687,-16.199352,29.193813,6.853699,,,,,,,
1528106700.204976,2.911158,-1.499670,0.142596,-1.295278,-1.336636,0.213268,0.016230,0.997472,0.069182,-0.279124,0.903575,-0.550978,-15.678995,29.230045,7.790131,,,,,,,
1528106700.225057,2.958018,-1.466449,0.225245,-1.874547,-1.936927,-0.107444,0.019013,0.994561,0.102404,0.261261,1.416786,-0.538134,-15.518055,29.021679,9.314819,,,,,,,
1528106700.245107,2.965833,-1.428461,0.275843,-1.830926,-2.089813,0.159794,0.024804,0.989887,0.139666,0.572990,1.049648,-0.576052,-15.109390,28.807854,11.192749,,,,,,,
1528106700.265187,2.923393,-1.400506,0.263625,-0.990070,-1.119923,0.576694,0.036685,0.985536,0.165447,0.672254,0.056930,-0.070492,-14.843538,28.671375,12.562897,,,,,,,
1528106700.285268,2.791783,-1.391312,0.140224,0.363142,-0.211566,1.498187,0.061182,0.983936,0.167707,0.598898,-0.499927,0.345187,-13.780564,28.712624,12.603729,,,,,,,
1528106700.305318,2.604624,-1.392535,-0.051621,0.889985,0.273494,1.372411,0.090702,0.984154,0.152360,0.515590,-0.584129,0.315886,-12.532510,29.099125,11.976410,,,,,,,
1528106700.325398,2.491745,-1.388668,-0.178278,0.071062,0.620105,0.852841,0.109589,0.983460,0.144203,0.266037,-0.524278,-0.008766,-11.928419,29.575317,11.410126,,,,,,,
1528106700.345479,2.481261,-1.371417,-0.193197,-0.881468,-0.140432,0.579159,0.121485,0.980190,0.156424,-0.111887,-0.301448,-0.323462,-11.465109,29.818550,11.861176,,,,,,,
1528106700.365529,2.483772,-1.348815,-0.174770,-1.015430,-1.160872,0.484120,0.134605,0.975463,0.174219,-0.383400,-0.202376,-0.205072,-10.805605,29.674767,12.426453,,,,,,,
1528106700.385610,2.482469,-1.331570,-0.146049,-0.755869,-1.500024,0.100103,0.145114,0.971522,0.187316,-0.193438,-0.202555,-0.004027,-10.328363,29.491589,13.307861,,,,,,,
1528106700.405690,2.489313,-1.325984,-0.110764,-0.314765,-1.287961,-0.312906,0.147121,0.970183,0.192615,-0.080577,-0.217497,0.070676,-9.836630,29.390221,13.930878,,,,,,,
1528106700.425740,2.508951,-1.330613,-0.064369,-0.082702,-1.265000,-0.741269,0.140652,0.971294,0.191841,-0.098614,-0.306637,0.016258,-10.064072,29.396942,14.226105,,,,,,,
1528106700.445821,2.546476,-1.341584,-0.000906,0.093838,-1.161978,-0.987922,0.127373,0.973846,0.188146,-0.103371,-0.381210,0.006556,-10.104840,29.205555,14.404144,,,,,,,
1528106700.465901,2.591893,-1.355450,0.068960,0.181977,-1.136696,-1.007048,0.111634,0.976902,0.182203,0.005538,-0.386525,0.051562,-10.498363,29.182472,14.663971,,,,,,,
1528106700.485951,2.630401,-1.367492,0.132420,0.202000,-1.209368,-0.780321,0.098775,0.979405,0.176094,0.200022,-0.384190,0.153801,-10.660183,29.088902,14.639679,,,,,,,
1528106700.506032,2.652804,-1.376250,0.177540,0.135292,-0.958905,-0.484357,0.090774,0.981136,0.170682,0.316071,-0.313945,0.237506,-10.741991,28.874878,14.562012,,,,,,,
1528106700.526113,2.664294,-1.380048,0.204669,-0.030619,-0.621257,-0.198745,0.087096,0.981863,0.168404,0.249238,0.042292,0.180305,-10.725226,28.872406,14.678223,,,,,,,
1528106700.546163,2.658596,-1.370114,0.209871,-0.805035,-0.551568,0.437606,0.092579,0.979931,0.176535,0.028270,0.435429,-0.015844,-10.339387,28.625301,15.079529,,,,,,,
1528106700.566243,2.642786,-1.344953,0.207221,-1.084054,-0.764665,0.692039,0.107122,0.974606,0.196643,0.018809,0.807926,0.082715,-9.701943,28.572548,15.540710,,,,,,,
1528106700.586324,2.593445,-1.328219,0.173216,-0.089071,-0.761790,0.719093,0.125173,0.970722,0.205014,0.279017,0.664135,0.272571,-9.013243,28.466343,16.083466,,,,,,,
1528106700.606374,2.510539,-1.334110,0.098241,1.215252,-0.334407,0.532852,0.138344,0.972120,0.189323,0.322853,0.701296,0.403114,-8.360941,28.755775,16.087250,,,,,,,
1528106700.626449,2.378785,-1.351622,-0.036206,1.749352,0.162585,0.665155,0.150230,0.976077,0.157175,0.029702,0.423672,0.027258,-7.981575,29.041920,15.166901,,,,,,,
1528106700.646530,2.242409,-1.358593,-0.184578,1.020695,0.547636,0.935651,0.164873,0.977569,0.131055,-0.199480,0.250000,-0.349133,-7.502467,29.603107,14.101807,,,,,,,
1528106700.666580,2.153719,-1.344235,-0.285228,0.333356,0.362749,1.361880,0.187533,0.974445,0.123650,-0.589373,0.170331,-0.169152,-7.174603,30.025093,13.554169,,,,,,,
1528106700.686661,2.053344,-1.328647,-0.389935,0.859906,-0.135215,1.164296,0.212409,0.970825,0.111271,-0.402412,-0.191024,-0.132222,-6.307787,30.320358,12.872070,,,,,,,
1528106700.706741,1.936438,-1.320175,-0.503502,1.148474,-0.407680,0.828090,0.231611,0.968758,0.088674,-0.060057,-0.395059,-0.334463,-5.236058,30.474644,12.195343,,,,,,,
1528106700.726791,1.847745,-1.317172,-0.590643,0.800911,-0.076999,0.236017,0.241353,0.968009,0.068606,0.131633,-0.253868,-0.316866,-4.684453,30.856186,11.472290,,,,,,,
1528106700.746872,1.827524,-1.321374,-0.610022,-0.042757,-0.100417,-0.344766,0.238754,0.969055,0.062678,0.033875,0.002747,-0.366526,-4.380604,30.986958,11.152679,,,,,,,
1528106700.766952,1.862531,-1.333521,-0.572907,-0.263352,-0.023945,-0.915306,0.225124,0.971982,0.067605,-0.305538,0.452823,-0.087045,-4.852846,30.783119,11.312195,,,,,,,
1528106700.787002,1.887878,-1.354380,-0.542849,0.158720,-0.320055,-1.104474,0.204026,0.976673,0.066952,-0.662263,0.532955,0.020283,-5.665436,30.890625,11.232849,,,,,,,
1528106700.807083,1.870716,-1.375003,-0.554643,0.569811,-0.112272,-0.868243,0.185860,0.980894,0.057477,-0.529442,0.020754,-0.034268,-6.260036,30.908543,11.035095,,,,,,,
1528106700.827163,1.837931,-1.395182,-0.596874,0.647174,0.750143,-0.882858,0.168515,0.984619,0.046119,-0.161771,-0.201111,0.092340,-6.822151,30.888828,10.628601,,,,,,,
1528106700.847214,1.824019,-1.416817,-0.634964,0.548877,1.399014,-0.989615,0.148479,0.988169,0.038423,-0.136135,-0.205164,0.102400,-7.534532,30.751057,10.367218,,,,,,,
1528106700.867294,1.813308,-1.438164,-0.677573,0.558432,1.621002,-0.926195,0.128372,0.991217,0.031757,-0.183837,-0.188681,0.047330,-8.612831,30.690285,9.511871,,,,,,,
1528106700.887375,1.793792,-1.457264,-0.731675,0.524615,1.752660,-0.786746,0.110480,0.993562,0.025053,-0.186133,-0.177263,-0.026991,-9.412997,30.549953,8.984253,,,,,,,
1528106700.907425,1.753011,-1.472011,-0.807416,0.566271,1.643698,-0.554606,0.096989,0.995125,0.017871,-0.155827,-0.127937,-0.045261,-10.237104,30.525837,8.482605,,,,,,,
1528106700.927505,1.655565,-1.482933,-0.933554,0.700087,1.252366,-0.416024,0.087432,0.996143,0.007429,-0.031081,-0.053027,-0.033339,-10.880326,30.596333,7.553284,,,,,,,
1528106700.947586,1.500686,-1.490229,-1.112379,0.777820,1.154337,-0.319306,0.080278,0.996756,-0.005638,0.113356,-0.013236,0.062766,-11.462556,30.474857,6.804932,,,,,,,
1528106700.967636,1.305396,-1.492432,-1.332184,0.881259,1.201214,-0.206489,0.075541,0.996931,-0.020533,0.219381,-0.036482,0.176600,-11.902096,30.429630,5.940704,,,,,,,
,,,,,,,,,,,,,,,,52.333460,4.867737,-2.169158,-1.000000,-1.000000,1528106700.949275,
1528106700.987716,1.094713,-1.488360,-1.568079,0.977858,1.209440,-0.126076,0.073182,0.996604,-0.037736,0.275145,-0.098197,0.211823,-12.146450,30.543102,5.173126,,,,,,,
1528106701.007797,0.917182,-1.479250,-1.769626,0.961424,1.111798,-0.054041,0.072573,0.995813,-0.055586,0.232419,-0.175363,0.172056,-12.245197,30.754414,4.229218,,,,,,,
1528106701.027847,0.805491,-1.467726,-1.903701,0.780833,1.095528,0.050704,0.074200,0.994693,-0.071277,0.146762,-0.234164,0.127826,-12.309653,30.744492,3.011780,,,,,,,
1528106701.047928,0.769144,-1.457618,-1.965042,0.478410,1.299212,0.168034,0.078551,0.993602,-0.081147,0.051896,-0.274745,0.137345,-12.323935,30.722107,2.408081,,,,,,,
1528106701.068008,0.783554,-1.449018,-1.977395,0.305836,1.307665,0.304050,0.085738,0.992594,-0.086054,-0.068419,-0.296488,0.192591,-12.303473,30.691574,1.739014,,,,,,,
1528106701.088058,0.814851,-1.438803,-1.969409,0.349684,1.043253,0.445455,0.095761,0.991302,-0.090280,-0.175733,-0.287292,0.263834,-12.219046,30.560581,1.011414,,,,,,,
1528106701.108139,0.826917,-1.428906,-1.973914,0.338912,0.659335,0.227010,0.104060,0.989950,-0.095759,0.014684,-0.072699,0.184351,-11.869193,30.903000,0.590668,,,,,,,
1528106701.128219,0.805921,-1.425020,-2.002848,0.269012,0.241712,-0.132538,0.104801,0.989393,-0.100586,0.157131,0.159960,0.189987,-11.803568,30.840187,0.043976,,,,,,,
1528106701.148269,0.755186,-1.424969,-2.058018,0.268853,0.189113,-0.339385,0.099599,0.989386,-0.105806,0.115977,0.353662,0.360414,-11.852294,30.766872,-0.206696,,,,,,,
1528106701.168350,0.708545,-1.428087,-2.106791,-0.007278,-0.018707,-0.387762,0.092550,0.989834,-0.107993,0.162424,0.418827,0.353400,-12.048481,30.968395,-0.357941,,,,,,,
1528106701.188431,0.674353,-1.438736,-2.140901,-0.426784,0.054310,-0.610767,0.082217,0.991293,-0.102854,0.317731,0.270289,0.152231,-12.446735,30.617657,-0.406555,,,,,,,
1528106701.208481,0.666670,-1.457464,-2.154876,-0.803554,0.393556,-0.620942,0.069930,0.993585,-0.088874,0.203736,-0.062524,0.119743,-12.907303,30.589268,-0.203522,,,,,,,
1528106701.228561,0.702214,-1.479446,-2.122928,-1.032507,-0.041143,-0.554421,0.058920,0.995830,-0.069639,0.112695,-0.259380,-0.012820,-13.433021,30.394375,0.419617,,,,,,,
1528106701.248642,0.782812,-1.503542,-2.033201,-1.173230,-0.577061,-0.534482,0.047395,0.997739,-0.047641,0.029647,-0.297666,-0.206403,-13.850203,30.600399,0.874878,,,,,,,
1528106701.268692,1.045119,-1.526831,-1.762993,-1.384882,-0.212986,-0.375564,0.038013,0.999034,-0.022052,-0.301883,-0.239939,-0.274365,-14.064880,30.331169,1.794006,,,,,,,
1528106701.288772,1.820187,-1.533838,-0.984412,-1.640997,-0.201812,0.068750,0.035801,0.999317,0.009118,-0.507786,-0.122334,-0.503961,-14.462683,30.161480,2.788574,,,,,,,
1528106701.308853,2.347778,-1.513200,-0.447726,-1.459224,-0.597048,0.318124,0.041041,0.998342,0.040356,-0.509714,0.155192,-0.562252,-14.484562,29.884918,3.659119,,,,,,,
1528106701.328903,2.494241,-1.490527,-0.280105,-1.163622,-1.374264,0.262815,0.048356,0.996780,0.063960,-0.317338,0.665619,-0.490565,-13.580965,30.311020,5.902374,,,,,,,
1528106701.348984,2.608819,-1.465952,-0.127161,-1.574620,-2.053721,0.003635,0.053155,0.994509,0.090147,0.196067,1.093077,-0.559950,-13.439857,30.084469,7.394562,,,,,,,
1528106701.369064,2.692261,-1.434626,-0.000001,-1.757613,-2.116089,0.149834,0.058965,0.990743,0.122275,0.565455,0.928294,-0.493018,-13.194753,29.770958,8.795837,,,,,,,
1528106701.389114,2.709619,-1.404287,0.051066,-1.345188,-1.285452,0.471943,0.069390,0.986169,0.150516,0.614814,0.157446,-0.180454,-12.650702,29.648968,10.165070,,,,,,,
1528106701.409195,2.635180,-1.383071,-0.011878,-0.246594,-0.292134,1.281658,0.090520,0.982431,0.163200,0.510813,-0.364923,0.241325,-11.754827,29.460083,10.774170,,,,,,,
1528106701.429275,2.506196,-1.373014,-0.143176,0.442192,0.111567,1.209834,0.116618,0.980505,0.158145,0.428533,-0.456121,0.264173,-11.056179,30.057281,10.643890,,,,,,,
1528106701.449325,2.421660,-1.365637,-0.234115,0.046157,0.220069,0.818215,0.134321,0.979029,0.153169,0.233400,-0.416284,0.018797,-10.678829,30.274071,10.463959,,,,,,,
1528106701.469406,2.402846,-1.349708,-0.250478,-0.754519,-0.464335,0.554286,0.147662,0.975659,0.162124,-0.072451,-0.233045,-0.257705,-9.950376,30.197815,10.694641,,,,,,,
1528106701.489486,2.409237,-1.329085,-0.222095,-1.038399,-1.388330,0.381979,0.160044,0.970930,0.177991,-0.303355,-0.134718,-0.190015,-9.337381,30.111534,11.686249,,,,,,,
1528106701.509537,2.415173,-1.312061,-0.182241,-0.871406,-1.661662,0.064630,0.169939,0.966714,0.191267,-0.208941,-0.132928,-0.018034,-8.979597,29.918190,12.372009,,,,,,,
1528106701.529617,2.424572,-1.305026,-0.142334,-0.424391,-1.326259,-0.286621,0.172599,0.964890,0.197978,-0.113349,-0.149461,0.060308,-8.848960,29.785290,13.209381,,,,,,,
1528106701.549667,2.434680,-1.310084,-0.105919,0.040729,-1.238360,-0.668991,0.167417,0.966206,0.195999,-0.126020,-0.176473,0.035889,-8.738080,29.674149,13.530273,,,,,,,
